feed_id,uid,ptid,likes,comments,post_age,textlength,hashtags,latitude,longitude,urls,RankScore
405220,0045c8d7-1fba-48b8-a05b-203bf54d0348,7c32ff06e86b4505b07e4f4f30b81162,7,6,171975,1.0,0.0,33.560206,-7.531312,1,7.092627062840054e-34
404515,4b26b7ba-d8dd-4fc7-9ad7-b028a27718c0,7036abde952b4578a1899cbf94be6415,8,0,173670,158.0,3.0,10.896204,106.833091,1,7.078045769187298e-34
403245,0323f1a5-b3ec-434b-9cfc-75bc32fb0638,71f249d37f884859a7d1c21bd3f9bc08,36,3,177505,1036.0,25.0,10.351788,76.223107,1,7.063733344494729e-34
407149,c320b795-b8d1-4c7b-9a07-43131fa3459e,447a21a54edd466f8a3ea74dbc6491a6,7,1,166275,74.0,0.0,-31.341807,115.505645,5,7.063647241225744e-34
404982,ad3b19cf-3bbe-4c2a-be26-ea4d37f41158,310e6f5a068342f0a34b2ed9b23fbac4,45,25,172542,47.0,0.0,10.425355999999999,122.922486,1,7.060805275213122e-34
404808,b36422e3-b89c-4e4b-bc5a-04b25c6f24f3,75150140bd1d4446afd5a1fc570d33bf,8,2,173132,60.0,5.0,33.586935,73.091766,5,7.036569615662406e-34
404969,547b10a4-0257-4403-9dbc-f479291bcb5f,3e4a0c59c293475bb843c42bb32228eb,25,2,172574,33.0,0.0,33.855593,-118.370572,1,7.034331397375581e-34
405356,80f2919f-2792-4834-86ef-c9ed50b12951,5fed7970df8e4372849b2e54f52fdb18,4,0,171739,9.0,0.0,30.009486,-90.228887,5,7.030649573619886e-34
403986,742ee8bd-7e71-433a-9a4b-b23962172f47,98324477d4864b758596529a2b5dc463,59,14,175140,251.0,9.0,35.937496,14.375416,5,7.025982386415298e-34
404821,517b7407-42c3-458c-9fbb-d8e1e4b1d4c5,d2ea06138fea4e7eab8acb58519dbfb8,3,2,173094,67.0,0.0,32.062284999999996,34.780914,1,7.02041909091043e-34
404875,2d6f9810-24ce-47a2-8c38-be447cb08db2,b3577814e161413fa5bc5042bb5103da,24,4,172931,37.0,0.0,39.436467,-0.46600600000000003,1,7.011518406182549e-34
404846,ee31d5d5-c339-439f-b5b9-87cc02ebd9f9,9aa6a5b066044fa3b22efa2f18c7b82e,21,0,173005,22.0,0.0,50.843408000000004,12.930369,1,6.9781406591174e-34
405061,24660722-9319-447c-acd9-417a5a8d1e08,3c5495398e6e4a25adb365f363b9aace,26,5,172287,33.0,0.0,24.966127,67.11816800000001,1,6.9564613843056854e-34
405379,21892d20-47d2-4112-9db6-d797451d39e7,25931ab0051b4cdfbec9424f7288d2eb,0,0,171694,17.0,0.0,25.275381,51.536253,1,6.940777142084572e-34
403096,0323f1a5-b3ec-434b-9cfc-75bc32fb0638,1bd5588fd9a043c2852e990e91509ab2,77,12,177844,1184.0,20.0,12.971599000000001,77.594563,2,6.928726770522594e-34
406124,0323f1a5-b3ec-434b-9cfc-75bc32fb0638,00ece9ca614b4260bfee54569b0a6bed,3,0,169382,2.0,0.0,10.348363,76.223107,1,6.913941439932862e-34
404993,2f04ed22-ecf6-483d-bdf1-f9276ca79e2c,1fe98d9785804c17838ed37c69147eb5,32,4,172500,36.0,0.0,28.534646999999996,77.222575,4,6.9126568071023065e-34
405036,65bebdaf-6633-4dc3-8f33-452482343dee,b648b0c9530f4773981ae753657b45a5,12,5,172381,1.0,0.0,41.018327,28.865785,2,6.910301837145308e-34
405782,5de7c3c2-bb9e-4a4c-817c-dd9a2365a368,d0fa23076d704257b870c7488f168ee2,11,3,170495,11.0,0.0,11.589072999999999,104.92818500000001,1,6.867833099122045e-34
406059,20e7ab8c-dbd7-42b5-b5f0-88cf7c1c18e4,de877fb3e6e54f75952d5e6b4ac669e6,9,3,169646,1.0,0.0,9.991838000000001,76.26732700000001,1,6.854936083513456e-34
